Source,Accession,Length,N_Records_With_This_Sequence,Gene_Qualifier,Gene_Check,Best_Match,Best_Identity_Pct,Intended_Ref,Intended_Identity_Pct,Panel_Scores,Accepted,Reason,Description
Mpox_L1R,XMF67163.2,205,29,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(205 not in 240-262),"XMF67163.2 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,YAV94386.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"YAV94386.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XDC02464.2,235,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XDC02464.2 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XMF67341.1,230,2,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(230 not in 240-262),"XMF67341.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XHY97154.1,249,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XHY97154.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XHH52190.1,238,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(238 not in 240-262),"XHH52190.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XHH51653.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHH51653.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XHC56541.1,249,1,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:26.4%,True,ACCEPTED,"XHC56541.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XCV99840.1,235,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(235 not in 240-262),"XCV99840.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XCI56412.1,249,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XCI56412.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XBU14245.1,246,1,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:26.4%,True,ACCEPTED,"XBU14245.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XYA11620.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYA11620.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYA10566.1,250,10,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:25.9%,True,ACCEPTED,XYA10566.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYY21319.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYY21319.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYY20781.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYY20781.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYY20751.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYY20751.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYY20542.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYY20542.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XYY21824.1,237,2,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(237 not in 240-262),"XYY21824.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XYA26423.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYA26423.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XWU06526.1,245,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XWU06526.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XUD98000.1,250,13,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XUD98000.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XTP39676.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XTP39676.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XTP39497.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XTP39497.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XSF39763.1,250,1,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,XSF39763.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XQE60181.1,250,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XQE60181.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WLD03096.1,216,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WLD03096.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEQ85163.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEQ85163.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XIF04400.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XIF04400.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX63882.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX63882.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX58728.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX58728.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX57709.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX57709.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX56520.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX56520.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX56355.1,248,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX56355.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX56014.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX56014.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX55337.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX55337.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX54328.1,233,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(233 not in 240-262),"XEX54328.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX45268.1,250,6,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,XEX45268.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX44256.1,222,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(222 not in 240-262),"XEX44256.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX44092.1,239,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX44092.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX43928.1,250,4,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,XEX43928.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX42579.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX42579.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX41585.1,208,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(208 not in 240-262),"XEX41585.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX41419.1,241,1,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:26.4%,True,ACCEPTED,"XEX41419.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX38919.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX38919.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX34546.1,219,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX34546.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX32694.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX32694.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX28850.1,223,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(223 not in 240-262),"XEX28850.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX26330.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX26330.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX24364.1,246,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX24364.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX19828.1,250,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX19828.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX18485.1,244,1,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:27.4%,True,ACCEPTED,"XEX18485.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX17319.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX17319.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX15305.1,250,3,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,XEX15305.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX14969.1,248,1,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,"XEX14969.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX12292.1,244,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX12292.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX08262.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX08262.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX05742.1,240,1,,ABSENT,M1LBP0,99.17,M1LBP0,99.17,M1LBP0:99.2%; A0A7H0DN26:26.4%,True,ACCEPTED,"XEX05742.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XEX04896.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX04896.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX02876.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX02876.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEX01528.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX01528.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XEW94944.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEW94944.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WCS91417.1,250,4,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,WCS91417.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XDU08014.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU08014.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XDU07301.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU07301.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XDU06407.1,243,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XDU06407.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XHB11715.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHB11715.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XGW69892.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XGW69892.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB46814.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB46814.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB45968.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB45968.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB45798.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB45798.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB44602.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB44602.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB43755.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB43755.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WZB43417.1,231,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(231 not in 240-262),"WZB43417.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WZB41880.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB41880.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XDC01756.1,233,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(233 not in 240-262),"XDC01756.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,XBH40731.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XBH40731.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,XBH25791.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XBH25791.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WQY95328.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WQY95328.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WXH63398.1,211,3,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(211 not in 240-262),"WXH63398.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WXH62334.1,226,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WXH62334.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WWQ34803.1,235,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WWQ34803.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVX54907.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVX54907.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WVP99598.1,201,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(201 not in 240-262),"WVP99598.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM35808.1,189,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM35808.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM35505.1,106,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(106 not in 240-262),"WVM35505.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM35340.1,32,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(32 not in 240-262),"WVM35340.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM35062.1,42,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(42 not in 240-262),"WVM35062.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM35008.1,28,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM35008.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM34924.1,51,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(51 not in 240-262),"WVM34924.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM34870.1,50,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM34870.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM34635.1,67,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(67 not in 240-262),"WVM34635.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM34363.1,75,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM34363.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM34248.1,39,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM34248.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVM33628.1,46,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(46 not in 240-262),"WVM33628.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVH08629.1,248,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVH08629.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVH08351.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08351.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WVH08263.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08263.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WVH08125.1,240,1,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:26.4%,True,ACCEPTED,"WVH08125.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WVH07904.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH07904.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WVH07766.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH07766.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WRV00551.2,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WRV00551.2 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WRO04900.2,182,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(182 not in 240-262),"WRO04900.2 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WRV00749.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WRV00749.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WOW88407.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WOW88407.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWT52729.1,173,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UWT52729.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WMY82623.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMY82623.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMY82462.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMY82462.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMP38353.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMP38353.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMP38016.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMP38016.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMP37221.1,202,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WMP37221.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WMP36744.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMP36744.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMB89274.1,250,6,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,WMB89274.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WMB82628.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMB82628.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WLQ18448.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WLQ18448.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WKW68748.1,229,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(229 not in 240-262),"WKW68748.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WKW67545.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKW67545.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WKW66214.1,248,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WKW66214.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WIV42251.1,212,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(212 not in 240-262),"WIV42251.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WHP57247.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WHP57247.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WHP54173.1,245,2,,ABSENT,M1LBP0,100.0,M1LBP0,100.0,M1LBP0:100.0%; A0A7H0DN26:25.5%,True,ACCEPTED,"WHP54173.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WHE10889.1,138,3,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(138 not in 240-262),"WHE10889.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WHE10558.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WHE10558.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WFD73365.1,173,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WFD73365.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WDY77164.1,250,1,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,WDY77164.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WDR64122.1,250,2,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.4%,True,ACCEPTED,WDR64122.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WDR53315.1,209,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(209 not in 240-262),"WDR53315.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,WCS73203.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCS73203.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WCC65619.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC65619.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WBT03184.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBT03184.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WBE14638.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBE14638.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WBA26942.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBA26942.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WBA25375.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBA25375.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,WBA25026.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBA25026.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UZV24232.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZV24232.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UZV21766.1,237,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UZV21766.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UZT61622.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT61622.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UZT58844.1,244,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UZT58844.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UXL58988.2,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL58988.2 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL59522.1,105,16,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(105 not in 240-262),"UXL59522.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UXL58809.1,250,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL58809.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL57750.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL57750.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL57399.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL57399.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL56691.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL56691.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL55644.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL55644.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL53148.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL53148.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL52267.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL52267.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL51029.1,105,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UXL51029.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UXL50322.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL50322.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL49790.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL49790.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UYX46836.1,104,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UYX46836.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UYW97397.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UYW97397.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UYB84215.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UYB84215.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL95521.1,247,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UXL95521.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UXL70226.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL70226.1 IMV membrane protein L1R [Monkeypox virus]
